,Unnamed: 0,ID_NOTICE_CN,TED_NOTICE_URL,CAE_NAME,CAE_TOWN,CAE_POSTAL_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,VALUE_EURO_FIN_1,DURATION,TAL_LOCATION_NUTS
181,9691,201810447,ted.europa.eu/udl?uri=TED:NOTICE:10447-2018:TEXT:EN:HTML,Excmo. Ayuntamiento de Elda,Elda,03600,3,General public\services,S,50000000.0,5466706.14,36.0,ES521
182,9692,201810448,ted.europa.eu/udl?uri=TED:NOTICE:10448-2018:TEXT:EN:HTML,"Parque Científico y Tecnológico de Gipuzkoa, S.A.",San Sebastián,20009,8,Other,S,71245000.0,300000.0,,ES212
184,9697,201810453,ted.europa.eu/udl?uri=TED:NOTICE:10453-2018:TEXT:EN:HTML,Ayuntamiento de Sant Cugat del Vallès,Sant Cugat del Vallès,08172,3,"General public\services,Other",S,85200000.0,389355.36,36.0,ES511
185,9699,201810455,ted.europa.eu/udl?uri=TED:NOTICE:10455-2018:TEXT:EN:HTML,"Generalitat de Catalunya, Agencia Catalana del Agua del Departamento de Territorio y Sostenibilidad",Barcelona,08036,6,Environment,S,90481000.0,6340663.26,48.03,ES511
186,9700,201810456,ted.europa.eu/udl?uri=TED:NOTICE:10456-2018:TEXT:EN:HTML,Delegado del Gobierno de la Junta de Andalucía en Málaga,Málaga,29007,R,Not specified,S,90911200.0,1193355.37,18.0,ES617
187,9714,201810532,ted.europa.eu/udl?uri=TED:NOTICE:10532-2018:TEXT:EN:HTML,"Empresa Metropolitana de Abastecimiento y Saneamiento de Aguas de Sevilla, S.A. (EMASESA)",Sevilla,41003,4,Water,W,45214610.0,6398137.41,8.75,ES618
190,9804,201810663,ted.europa.eu/udl?uri=TED:NOTICE:10663-2018:TEXT:EN:HTML,"Ayuntamiento de Madrid, Área de Gobierno de Desarrollo Urbano Sostenible",Madrid,28042,3,General public\services,W,45112710.0,5850117.9,,ES300
191,10051,201810935,ted.europa.eu/udl?uri=TED:NOTICE:10935-2018:TEXT:EN:HTML,Dirección Gerencia del Servicio de Salud de Castilla-La Mancha,Toledo,45071,3,General public\services,U,24931260.0,929652.9,,ES425
192,10057,201810939,ted.europa.eu/udl?uri=TED:NOTICE:10939-2018:TEXT:EN:HTML,Diputación Provincial de Valladolid,Valladolid,47071,3,General public\services,U,15000000.0,314316.61,,ES418
195,10301,201810973,ted.europa.eu/udl?uri=TED:NOTICE:10973-2018:TEXT:EN:HTML,Diputación Provincial de Sevilla,Sevilla,41071,3,General public\services,U,31156000.0,3294733.59,,ES618
196,10423,201810990,ted.europa.eu/udl?uri=TED:NOTICE:10990-2018:TEXT:EN:HTML,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,Cartagena,30201,1,Environment,U,24311900.0,1970000.0,,ES620
197,10424,201810991,ted.europa.eu/udl?uri=TED:NOTICE:10991-2018:TEXT:EN:HTML,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,Cartagena,30201,1,Environment,U,24312210.0,1400000.0,,ES620
198,10447,201810996,ted.europa.eu/udl?uri=TED:NOTICE:10996-2018:TEXT:EN:HTML,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,Cartagena,30201,1,Environment,U,24315610.0,1682100.0,,ES620
199,10449,201810998,ted.europa.eu/udl?uri=TED:NOTICE:10998-2018:TEXT:EN:HTML,Junta Central de Compras,Madrid,28014,3,Economical anf Financial Affairs,U,9123000.0,33273420.72,,ES300
200,10464,201810999,ted.europa.eu/udl?uri=TED:NOTICE:10999-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Empleo y Seguridad Social,Madrid,28071,1,General public\services,U,30200000.0,355960.0,,ES300
201,10695,201811460,ted.europa.eu/udl?uri=TED:NOTICE:11460-2018:TEXT:EN:HTML,"Consejería de Medio Ambiente y Rural, Políticas Agrarias y Territorio",Mérida,06800,3,General public\services,S,60420000.0,3770712.0,,ES431
202,10711,201811473,ted.europa.eu/udl?uri=TED:NOTICE:11473-2018:TEXT:EN:HTML,"Diputación de Barcelona, Institut del Teatre",Barcelona,08036,3,General public\services,S,79714000.0,904562.91,,ES511
203,10720,201811476,ted.europa.eu/udl?uri=TED:NOTICE:11476-2018:TEXT:EN:HTML,"Ayuntamiento de Madrid, Área de Gobierno de Desarrollo Urbano Sostenible",Madrid,28042,3,General public\services,S,71318000.0,245137.2,,ES300
204,10731,201811480,ted.europa.eu/udl?uri=TED:NOTICE:11480-2018:TEXT:EN:HTML,Ayuntamiento de Madrid. Área de Gobierno de Desarrollo Urbano Sostenible,Madrid,28042,3,General public\services,S,71330000.0,1531330.0,,ES300
206,10745,201811486,ted.europa.eu/udl?uri=TED:NOTICE:11486-2018:TEXT:EN:HTML,División Económica y Técnica - Cuerpo Nacional de Policía,Madrid,28043,1,Public Order and Safety,S,72100000.0,651636.36,,ES300
207,10757,201811491,ted.europa.eu/udl?uri=TED:NOTICE:11491-2018:TEXT:EN:HTML,"Diputación de Barcelona, Institut del Teatre",Barcelona,08036,3,General public\services,S,71326000.0,481937.72,,ES511
208,10810,201811513,ted.europa.eu/udl?uri=TED:NOTICE:11513-2018:TEXT:EN:HTML,Instituto Murciano de Acción Social,Murcia,30007,R,Social protection,S,85312100.0,,,ES620
210,10817,201811518,ted.europa.eu/udl?uri=TED:NOTICE:11518-2018:TEXT:EN:HTML,Diputación Provincial de Guadalajara,Guadalajara,19071,3,General public\services,S,90910000.0,889800.0,,ES424
212,10843,201811533,ted.europa.eu/udl?uri=TED:NOTICE:11533-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Valencia,Valencia,46002,3,General public\services,S,71000000.0,263881.19,,ES523
215,10886,201811552,ted.europa.eu/udl?uri=TED:NOTICE:11552-2018:TEXT:EN:HTML,Ayuntamiento de Miranda de Ebro,Miranda de Ebro,09200,3,General public\services,S,90610000.0,17945454.54,,ES412
216,10897,201811558,ted.europa.eu/udl?uri=TED:NOTICE:11558-2018:TEXT:EN:HTML,"Servicio Provincial de Zaragoza del Departamento Educación, Cultura y Deporte",Zaragoza,50017,R,Education,S,60130000.0,15095743.6,21.97,ES243
217,11001,201811567,ted.europa.eu/udl?uri=TED:NOTICE:11567-2018:TEXT:EN:HTML,Ayuntamiento de Barcelona,Barcelona,08018,3,General public\services,S,71351810.0,368454.77,,ES511
218,11002,201811568,ted.europa.eu/udl?uri=TED:NOTICE:11568-2018:TEXT:EN:HTML,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,Cartagena,30201,1,Environment,S,50711000.0,896748.94,,ES620
219,11019,201811577,ted.europa.eu/udl?uri=TED:NOTICE:11577-2018:TEXT:EN:HTML,Ayuntamiento de Barakaldo,Barakaldo,48901,3,General public\services,S,90000000.0,4598296.1,,ES213
220,11025,201811582,ted.europa.eu/udl?uri=TED:NOTICE:11582-2018:TEXT:EN:HTML,"Servicio Provincial de Zaragoza del Departamento Educación, Cultura y Deporte",Zaragoza,50017,R,Education,S,60130000.0,17072811.67,,ES243
221,11136,201811583,ted.europa.eu/udl?uri=TED:NOTICE:11583-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Defensa,Madrid,28046,1,Defence,S,98341120.0,16352000.0,,ES300
222,11305,201812200,ted.europa.eu/udl?uri=TED:NOTICE:12200-2018:TEXT:EN:HTML,Dirección General de Recursos Humanos y Económicos de la Consellería de Sanidad y Salud Pública,Valencia,46010,3,Health,S,79710000.0,1590195.63,,ES523
223,11315,201812217,ted.europa.eu/udl?uri=TED:NOTICE:12217-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Defensa,Madrid,28046,1,Defence,S,79710000.0,19963000.0,,ES300
224,11507,201812428,ted.europa.eu/udl?uri=TED:NOTICE:12428-2018:TEXT:EN:HTML,Ayuntamiento de Muro,Muro,07440,3,General public\services,S,90511100.0,,,ES532
226,11519,201812516,ted.europa.eu/udl?uri=TED:NOTICE:12516-2018:TEXT:EN:HTML,Consellería de Política Social — Xunta de Galicia,Santiago de Compostela,15781,R,Other,U,3000000.0,3930488.14,12.0,ES111
232,11565,201812730,ted.europa.eu/udl?uri=TED:NOTICE:12730-2018:TEXT:EN:HTML,"Empresa Metropolitana de Abastecimiento y Saneamiento de Aguas de Sevilla, S.A. (Emasesa)",Sevilla,41003,4,Water,S,90481000.0,32351591.42,48.0,ES618
233,11683,201812879,ted.europa.eu/udl?uri=TED:NOTICE:12879-2018:TEXT:EN:HTML,Dirección General de Carreteras,Madrid,28071,1,General public\services,W,45233000.0,5872850.82,,ES300
234,11685,201812881,ted.europa.eu/udl?uri=TED:NOTICE:12881-2018:TEXT:EN:HTML,Dirección General de Carreteras,Madrid,28071,1,General public\services,W,45233000.0,5567893.86,,ES300
235,11767,201812927,ted.europa.eu/udl?uri=TED:NOTICE:12927-2018:TEXT:EN:HTML,Gerencia Municipal de Urbanismo del Excmo. Ayuntamiento de Córdoba,Córdoba,14071,3,Other,W,45211360.0,8279050.97,,ES613
238,11945,201813115,ted.europa.eu/udl?uri=TED:NOTICE:13115-2018:TEXT:EN:HTML,Ayuntamiento de Daroca,Daroca,50360,3,General public\services,U,38421110.0,280056.49,,ES243
243,12619,201813730,ted.europa.eu/udl?uri=TED:NOTICE:13730-2018:TEXT:EN:HTML,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,Cartagena,30201,1,Environment,S,50532000.0,378511.32,,ES620
244,12625,201813734,ted.europa.eu/udl?uri=TED:NOTICE:13734-2018:TEXT:EN:HTML,Ayuntamiento de Barakaldo,Barakaldo,48901,3,General public\services,S,90000000.0,1282141.83,,ES213
245,12633,201813740,ted.europa.eu/udl?uri=TED:NOTICE:13740-2018:TEXT:EN:HTML,Rectorado de la Universidad de Zaragoza,Zaragoza,50009,8,Education,S,79520000.0,234911.81,,ES243
246,12634,201813741,ted.europa.eu/udl?uri=TED:NOTICE:13741-2018:TEXT:EN:HTML,Concello de Nigrán,Nigrán,36350,3,General public\services,S,90919300.0,531300.0,,ES114
247,12639,201813746,ted.europa.eu/udl?uri=TED:NOTICE:13746-2018:TEXT:EN:HTML,Consejería de Medio Ambiente y Ordenación del Territorio. Dirección General de Infraestructuras y Explotación del Agua,Sevilla,41071,3,Environment,S,71356200.0,5502377.13,,ES618
248,12645,201813749,ted.europa.eu/udl?uri=TED:NOTICE:13749-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos de la Guardia Civil,Madrid,28003,1,Public Order and Safety,S,50324100.0,2684928.0,,ES300
249,12646,201813750,ted.europa.eu/udl?uri=TED:NOTICE:13750-2018:TEXT:EN:HTML,Ayuntamiento de Salamanca,Salamanca,37002,R,General public\services,S,50232000.0,6223671.0,,ES415
250,12761,201813822,ted.europa.eu/udl?uri=TED:NOTICE:13822-2018:TEXT:EN:HTML,Ayuntamiento de Errenteria,Errenteria,,3,General public\services,S,64210000.0,258181.81,,ES212
251,12763,201813823,ted.europa.eu/udl?uri=TED:NOTICE:13823-2018:TEXT:EN:HTML,Concejalía Delegada del Área de Medio Ambiente y Sostenibilidad del Ayuntamiento de Valladolid,Valladolid,47001,3,Environment,S,77310000.0,10284297.5,,ES418
252,12854,201813826,ted.europa.eu/udl?uri=TED:NOTICE:13826-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Palencia,Palencia,34001,3,General public\services,S,90910000.0,2479080.96,,ES414
253,12951,201813867,ted.europa.eu/udl?uri=TED:NOTICE:13867-2018:TEXT:EN:HTML,Ayuntamiento de Montgat,Montgat,08390,R,General public\services,S,90911200.0,1206611.57,,ES511
254,12974,201813880,ted.europa.eu/udl?uri=TED:NOTICE:13880-2018:TEXT:EN:HTML,"Delegación Territorial de Economía, Innovación, Ciencia y Empleo",Jaén,23007,3,General public\services,S,55110000.0,1562573.0,,ES616
255,12991,201813890,ted.europa.eu/udl?uri=TED:NOTICE:13890-2018:TEXT:EN:HTML,Gerencia de la Universidad de Alcalá,Alcalá de Henares,28801,6,Education,S,66510000.0,208000.0,,ES300
258,13035,201814448,ted.europa.eu/udl?uri=TED:NOTICE:14448-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Toledo,Toledo,45071,3,General public\services,S,64110000.0,1510954.37,,ES425
262,13156,201814771,ted.europa.eu/udl?uri=TED:NOTICE:14771-2018:TEXT:EN:HTML,Ayuntamiento de Marbella,Marbella,29601,3,General public\services,U,35120000.0,305785.12,2.0,ES617
263,13162,201814777,ted.europa.eu/udl?uri=TED:NOTICE:14777-2018:TEXT:EN:HTML,Diputación Foral de Gipuzkoa,San Sebastián,20004,3,General public\services,U,39100000.0,487632.0,48.0,ES212
264,13166,201814781,ted.europa.eu/udl?uri=TED:NOTICE:14781-2018:TEXT:EN:HTML,Universitat Autònoma de Barcelona,Bellaterra,08193,6,Education,U,48000000.0,631250.0,48.0,ES511
266,13168,201814783,ted.europa.eu/udl?uri=TED:NOTICE:14783-2018:TEXT:EN:HTML,Ayuntamiento de Marbella,Marbella,29601,3,General public\services,U,16160000.0,560330.58,2.0,ES617
267,13169,201814784,ted.europa.eu/udl?uri=TED:NOTICE:14784-2018:TEXT:EN:HTML,Parlamento de Andalucía,Sevilla,41009,8,Other,U,9310000.0,1334804.4,24.0,ES618
271,13186,201814916,ted.europa.eu/udl?uri=TED:NOTICE:14916-2018:TEXT:EN:HTML,Ayuntamiento de A Coruña,A Coruña,15001,R,General public\services,S,71245000.0,,,ES111
272,13188,201814918,ted.europa.eu/udl?uri=TED:NOTICE:14918-2018:TEXT:EN:HTML,Banco de España,Madrid,28014,8,Other,S,50700000.0,760000.0,24.0,ES511
273,13191,201814921,ted.europa.eu/udl?uri=TED:NOTICE:14921-2018:TEXT:EN:HTML,Banco de España,Madrid,28014,8,Other,S,90911200.0,5976000.0,48.0,ES300
276,13924,201815468,ted.europa.eu/udl?uri=TED:NOTICE:15468-2018:TEXT:EN:HTML,Conselleria de Sanidad Universal y Salud Pública,Valencia,46017,R,Health,U,33113000.0,909090.91,,ES523
278,14170,201815507,ted.europa.eu/udl?uri=TED:NOTICE:15507-2018:TEXT:EN:HTML,Ayuntamiento de Montellano,Montellano,41770,3,General public\services,U,71314200.0,4554023.04,,ES618
279,14579,201815948,ted.europa.eu/udl?uri=TED:NOTICE:15948-2018:TEXT:EN:HTML,Fábrica Nacional de Moneda y Timbre — Real Casa de la Moneda,Madrid,28071,6,Economical anf Financial Affairs,S,72000000.0,400000.0,,ES300
280,14581,201815950,ted.europa.eu/udl?uri=TED:NOTICE:15950-2018:TEXT:EN:HTML,"Consejería de Medio Ambiente y Rural, Políticas Agrarias y Territorio",Mérida,06800,3,General public\services,S,71410000.0,462810.0,,ES431
282,14664,201815996,ted.europa.eu/udl?uri=TED:NOTICE:15996-2018:TEXT:EN:HTML,Consejería de Hacienda y Administración Pública,Sevilla,41071,3,Economical anf Financial Affairs,S,72600000.0,557080.13,,ES618
284,14687,201816009,ted.europa.eu/udl?uri=TED:NOTICE:16009-2018:TEXT:EN:HTML,"Diputación Foral de Gipuzkoa - Departamento de Cultura, Turismo Juventud y Deportes",Donostia-San Sebastián,20006,3,General public\services,S,71242000.0,410000.0,,ES212
285,14694,201816012,ted.europa.eu/udl?uri=TED:NOTICE:16012-2018:TEXT:EN:HTML,Ayuntamiento de Salamanca,Salamanca,37002,R,General public\services,S,50232100.0,10076456.23,,ES415
286,14702,201816017,ted.europa.eu/udl?uri=TED:NOTICE:16017-2018:TEXT:EN:HTML,"Departamento de Salud de Elda, Dirección Económica-Gerencia",Elda,03600,3,Health,S,72252000.0,1897728.81,,ES521
287,14708,201816020,ted.europa.eu/udl?uri=TED:NOTICE:16020-2018:TEXT:EN:HTML,Ayuntamiento de Madrid. Distrito de Puente de Vallecas,Madrid,28053,R,General public\services,S,85320000.0,956361.56,,ES300
290,15015,201816129,ted.europa.eu/udl?uri=TED:NOTICE:16129-2018:TEXT:EN:HTML,Ilustre Ayuntamiento de la Villa de Ingenio,Ingenio,35250,3,General public\services,S,50000000.0,516118.14,,ES705
291,15021,201816132,ted.europa.eu/udl?uri=TED:NOTICE:16132-2018:TEXT:EN:HTML,Jefatura de Administración Económica del Cuarto Militar de S. M. el Rey y Guardia Real,El Pardo (Madrid),28048,1,Defence,S,90910000.0,85672.07,,ES300
292,15025,201816135,ted.europa.eu/udl?uri=TED:NOTICE:16135-2018:TEXT:EN:HTML,Ayuntamiento de Madrid. Distrito de Puente de Vallecas,Madrid,28053,R,General public\services,S,85320000.0,1778492.8,,ES300
294,15036,201816139,ted.europa.eu/udl?uri=TED:NOTICE:16139-2018:TEXT:EN:HTML,Fundación Bahía Almeriport,Almería,04007,8,Other,S,71318000.0,150000.0,,ES611
295,15037,201816140,ted.europa.eu/udl?uri=TED:NOTICE:16140-2018:TEXT:EN:HTML,Hospital Universitario del Sureste,Arganda del Rey,28530,8,Health,S,50532000.0,85553664.0,,ES300
296,15038,201816141,ted.europa.eu/udl?uri=TED:NOTICE:16141-2018:TEXT:EN:HTML,Instituto Nacional de Estadística (INE),Madrid,28046,1,Economical anf Financial Affairs,S,72514000.0,840000.0,,ES300
297,15045,201816142,ted.europa.eu/udl?uri=TED:NOTICE:16142-2018:TEXT:EN:HTML,Ajuntament de Lleida,Lleida,25071,3,General public\services,S,71421000.0,11627550.61,,ES513
300,15156,201816757,ted.europa.eu/udl?uri=TED:NOTICE:16757-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Elche,Elche,03202,3,General public\services,S,85310000.0,12083333.34,,ES521
301,15158,201816759,ted.europa.eu/udl?uri=TED:NOTICE:16759-2018:TEXT:EN:HTML,"Consejo de Administración de la Empresa Mixta Local Unidad Alimentaria de Valladolid, S.A. (MERCAOLID)",Valladolid,47009,8,Economical anf Financial Affairs,S,79710000.0,688753.56,,ES418
302,15162,201816765,ted.europa.eu/udl?uri=TED:NOTICE:16765-2018:TEXT:EN:HTML,Autoridad Portuaria Bahía de Algeciras,Algeciras,,4,Port-related activities,W,45242200.0,577802472.0,,ES612
303,15257,201816877,ted.europa.eu/udl?uri=TED:NOTICE:16877-2018:TEXT:EN:HTML,Ferrocarrils de la Generalitat de Catalunya,Barcelona,08017,4,Railway services,S,50413200.0,1781632.56,,ES511
304,15279,201816892,ted.europa.eu/udl?uri=TED:NOTICE:16892-2018:TEXT:EN:HTML,ADIF-Alta Velocidad,Madrid,28020,4,Railway services,S,50532000.0,784006.76,,ES300
305,15288,201816993,ted.europa.eu/udl?uri=TED:NOTICE:16993-2018:TEXT:EN:HTML,Ayuntamiento de A Coruña,A Coruña,15001,R,General public\services,U,31527260.0,,,ES111
310,15303,201817008,ted.europa.eu/udl?uri=TED:NOTICE:17008-2018:TEXT:EN:HTML,Ayuntamiento de Marbella,Marbella,29601,3,General public\services,U,30213300.0,247933.88,1.0,ES617
312,15306,201817011,ted.europa.eu/udl?uri=TED:NOTICE:17011-2018:TEXT:EN:HTML,Ayuntamiento de A Coruña,A Coruña,15001,R,General public\services,U,45232121.0,,,ES111
313,15312,201817103,ted.europa.eu/udl?uri=TED:NOTICE:17103-2018:TEXT:EN:HTML,Ajuntament de l'Hospitalet,L'Hospitalet,08901,3,General public\services,S,90911200.0,10322400.0,24.0,ES511
314,15313,201817104,ted.europa.eu/udl?uri=TED:NOTICE:17104-2018:TEXT:EN:HTML,Ayuntamiento de Vigo,Vigo,36202,3,General public\services,S,98341120.0,1136026.18,48.0,ES114
315,15317,201817108,ted.europa.eu/udl?uri=TED:NOTICE:17108-2018:TEXT:EN:HTML,Consorcio Agrupación 8 Teruel,Teruel,44001,3,General public\services,S,90511100.0,19101841.92,144.0,ES242
318,15323,201817114,ted.europa.eu/udl?uri=TED:NOTICE:17114-2018:TEXT:EN:HTML,Universidad de Almería,Almería,04120,8,Education,S,77311000.0,360000.0,36.0,ES611
319,15324,201817115,ted.europa.eu/udl?uri=TED:NOTICE:17115-2018:TEXT:EN:HTML,Ayuntamiento de Getxo,Getxo,48992,3,General public\services,S,79411100.0,495867.78,48.0,ES213
322,15328,201817119,ted.europa.eu/udl?uri=TED:NOTICE:17119-2018:TEXT:EN:HTML,Ayuntamiento de Las Palmas de Gran Canaria,Las Palmas,35005,3,General public\services,S,50232100.0,3803121.42,48.0,ES705
324,15330,201817121,ted.europa.eu/udl?uri=TED:NOTICE:17121-2018:TEXT:EN:HTML,Ayuntamiento de Las Palmas de Gran Canaria,Las Palmas,35005,3,General public\services,S,72514000.0,605841.12,48.0,ES705
327,15345,201817250,ted.europa.eu/udl?uri=TED:NOTICE:17250-2018:TEXT:EN:HTML,"Metro de Madrid, Sociedad Anónima",Madrid,28007,4,"Urban railway, tramway, trolleybus or bus services",S,79341400.0,1950000.0,12.0,ES300
329,15349,201817254,ted.europa.eu/udl?uri=TED:NOTICE:17254-2018:TEXT:EN:HTML,"Metro de Madrid, Sociedad Anónima",Madrid,28007,4,"Urban railway, tramway, trolleybus or bus services",S,90917000.0,2475000.0,48.0,ES300
330,15448,201817407,ted.europa.eu/udl?uri=TED:NOTICE:17407-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Hospital Universitario Reina Sofía",Córdoba,14004,3,Health,W,45000000.0,9395666.69,,ES613
331,15514,201817437,ted.europa.eu/udl?uri=TED:NOTICE:17437-2018:TEXT:EN:HTML,Ayuntamiento de Madrid - Área de Gobierno de Desarrollo Urbano Sostenible,Madrid,28042,3,General public\services,W,45000000.0,79631706.0,,ES300
332,15945,201817687,ted.europa.eu/udl?uri=TED:NOTICE:17687-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Hospital Universitario Regional de Málaga",Málaga,29010,3,Health,U,24455000.0,1436579.8,,ES617
333,15963,201817696,ted.europa.eu/udl?uri=TED:NOTICE:17696-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Hospital Universitario Regional de Málaga",Málaga,29010,3,Health,U,33141000.0,2204777.61,,ES617
334,16375,201817702,ted.europa.eu/udl?uri=TED:NOTICE:17702-2018:TEXT:EN:HTML,Servicio Murciano de Salud,Espinardo (Murcia),30100,6,Health,U,33692000.0,682900.0,,ES620
335,16416,201817713,ted.europa.eu/udl?uri=TED:NOTICE:17713-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Mondariz,Mondariz,36870,3,General public\services,U,9310000.0,398946.16,,ES114
336,16433,201817717,ted.europa.eu/udl?uri=TED:NOTICE:17717-2018:TEXT:EN:HTML,Servicio Andaluz de Salud. Complejo Hospitalario Torrecárdenas,Almería,04009,3,Health,U,39130000.0,447158.68,,ES611
337,17045,201817787,ted.europa.eu/udl?uri=TED:NOTICE:17787-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos de la Guardia Civil,Madrid,28003,1,Public Order and Safety,U,31642000.0,836363.64,,ES300
338,17292,201817836,ted.europa.eu/udl?uri=TED:NOTICE:17836-2018:TEXT:EN:HTML,"Administrador Único de Televisión Autonómica de Castilla-La Mancha, S.A.",Toledo,45007,8,Economical anf Financial Affairs,U,32321200.0,800000.0,,ES425
340,17422,201818338,ted.europa.eu/udl?uri=TED:NOTICE:18338-2018:TEXT:EN:HTML,Departamento de Salud La Fe. Dirección Económica-Gerencia,Valencia,46026,3,Health,S,72610000.0,252000.0,,ES523
341,17424,201818340,ted.europa.eu/udl?uri=TED:NOTICE:18340-2018:TEXT:EN:HTML,Servicio Andaluz de Salud. Área Hospitalaria Virgen del Rocío,Sevilla,41013,3,Health,S,72514200.0,1447933.96,,ES618
342,17429,201818345,ted.europa.eu/udl?uri=TED:NOTICE:18345-2018:TEXT:EN:HTML,Excmo. Ayuntamiento de Yecla,Yecla,30510,3,General public\services,S,85311100.0,1644572.16,,ES620
343,17467,201818363,ted.europa.eu/udl?uri=TED:NOTICE:18363-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos de la Guardia Civil,Madrid,28003,1,Public Order and Safety,S,50241000.0,11794000.0,,ES300
